sample_id,timestamp,label,filename
0,2025-01-06 14:02:13,0,recording_0000.csv
1,2025-01-06 14:04:32,0,recording_0001.csv
2,2025-01-06 14:18:28,0,recording_0002.csv
3,2025-01-06 14:18:35,0,recording_0003.csv
4,2025-01-06 14:18:49,0,recording_0004.csv
5,2025-01-06 14:18:56,0,recording_0005.csv
6,2025-01-06 14:19:05,0,recording_0006.csv
7,2025-01-06 14:21:20,1,recording_0007.csv
8,2025-01-06 14:21:32,1,recording_0008.csv
9,2025-01-06 14:25:59,1,recording_0009.csv
10,2025-01-06 14:26:12,1,recording_0010.csv
11,2025-01-06 14:28:49,1,recording_0011.csv
12,2025-01-06 14:29:05,1,recording_0012.csv
13,2025-01-06 14:31:06,1,recording_0013.csv
14,2025-01-06 14:31:25,1,recording_0014.csv
15,2025-01-06 14:38:13,1,recording_0015.csv
16,2025-01-06 14:40:40,1,recording_0016.csv
17,2025-01-06 14:41:46,1,recording_0017.csv
18,2025-01-06 14:42:19,1,recording_0018.csv
19,2025-01-06 14:42:34,1,recording_0019.csv
20,2025-01-06 14:43:01,1,recording_0020.csv
21,2025-01-06 14:43:53,1,recording_0021.csv
22,2025-01-06 14:44:40,0,recording_0022.csv
23,2025-01-06 14:44:46,0,recording_0023.csv
24,2025-01-06 14:44:53,0,recording_0024.csv
25,2025-01-06 14:45:02,0,recording_0025.csv
26,2025-01-06 14:45:16,0,recording_0026.csv
27,2025-01-06 14:45:22,0,recording_0027.csv
28,2025-01-06 14:45:31,0,recording_0028.csv
29,2025-01-06 14:45:42,0,recording_0029.csv
30,2025-01-06 14:45:50,0,recording_0030.csv
31,2025-01-06 14:51:49,0,recording_0031.csv
32,2025-01-06 14:51:54,0,recording_0032.csv
33,2025-01-06 14:52:00,0,recording_0033.csv
34,2025-01-06 14:52:05,0,recording_0034.csv
35,2025-01-06 14:53:58,1,recording_0035.csv
36,2025-01-06 14:54:30,1,recording_0036.csv
37,2025-01-06 14:55:00,1,recording_0037.csv
38,2025-01-06 14:55:22,1,recording_0038.csv
39,2025-01-06 14:55:56,1,recording_0039.csv
40,2025-02-13 16:05:28,0,recording_0040.csv
41,2025-02-13 16:05:36,0,recording_0041.csv
42,2025-02-13 16:05:47,0,recording_0042.csv
43,2025-02-13 16:06:15,0,recording_0043.csv
44,2025-02-13 16:07:45,0,recording_0044.csv
45,2025-02-13 16:18:08,0,recording_0045.csv
46,2025-02-13 16:18:16,0,recording_0046.csv
47,2025-02-13 16:18:30,0,recording_0047.csv
48,2025-02-13 16:18:46,0,recording_0048.csv
49,2025-02-13 16:18:52,0,recording_0049.csv
50,2025-02-13 16:18:59,0,recording_0050.csv
51,2025-02-13 16:19:05,0,recording_0051.csv
52,2025-02-13 16:19:13,0,recording_0052.csv
53,2025-02-13 16:19:18,0,recording_0053.csv
54,2025-02-13 16:19:24,0,recording_0054.csv
55,2025-02-13 16:19:31,0,recording_0055.csv
56,2025-02-13 16:19:45,0,recording_0056.csv
57,2025-02-13 16:19:53,0,recording_0057.csv
58,2025-02-13 16:20:00,0,recording_0058.csv
59,2025-02-13 16:20:06,0,recording_0059.csv
60,2025-02-13 16:20:12,0,recording_0060.csv
61,2025-02-13 16:20:24,0,recording_0061.csv
62,2025-02-13 16:20:29,0,recording_0062.csv
63,2025-02-13 16:22:28,0,recording_0063.csv
64,2025-02-13 16:22:34,0,recording_0064.csv
65,2025-02-13 16:23:08,0,recording_0065.csv
66,2025-02-13 16:23:15,0,recording_0066.csv
67,2025-02-13 16:23:24,0,recording_0067.csv
68,2025-02-13 16:23:31,0,recording_0068.csv
69,2025-02-13 16:23:38,0,recording_0069.csv
70,2025-02-13 16:23:45,0,recording_0070.csv
71,2025-02-13 16:23:52,0,recording_0071.csv
72,2025-02-13 16:24:01,0,recording_0072.csv
73,2025-02-13 16:24:09,0,recording_0073.csv
74,2025-02-13 16:24:16,0,recording_0074.csv
75,2025-02-13 16:24:46,0,recording_0075.csv
76,2025-02-13 16:24:52,0,recording_0076.csv
77,2025-02-13 16:24:59,0,recording_0077.csv
78,2025-02-13 16:25:05,0,recording_0078.csv
79,2025-02-13 16:25:13,0,recording_0079.csv
80,2025-02-13 16:25:26,0,recording_0080.csv
81,2025-02-13 16:25:32,0,recording_0081.csv
82,2025-02-13 16:25:38,0,recording_0082.csv
83,2025-02-13 16:25:43,0,recording_0083.csv
84,2025-02-13 16:25:49,0,recording_0084.csv
85,2025-02-13 16:25:54,0,recording_0085.csv
86,2025-02-13 16:26:00,0,recording_0086.csv
87,2025-02-13 16:26:05,0,recording_0087.csv
88,2025-02-13 16:26:10,0,recording_0088.csv
89,2025-02-13 16:26:16,0,recording_0089.csv
90,2025-02-13 16:26:44,0,recording_0090.csv
91,2025-02-13 16:26:50,0,recording_0091.csv
92,2025-02-13 16:26:55,0,recording_0092.csv
93,2025-02-13 16:27:00,0,recording_0093.csv
94,2025-02-13 16:27:05,0,recording_0094.csv
95,2025-02-13 16:27:10,0,recording_0095.csv
96,2025-02-13 16:27:16,0,recording_0096.csv
97,2025-02-13 16:27:21,0,recording_0097.csv
98,2025-02-13 16:27:27,0,recording_0098.csv
99,2025-02-13 16:27:32,0,recording_0099.csv
100,2025-02-13 16:27:37,0,recording_0100.csv
101,2025-02-13 16:27:42,0,recording_0101.csv
102,2025-02-13 16:27:47,0,recording_0102.csv
103,2025-02-13 16:27:52,0,recording_0103.csv
104,2025-02-13 16:27:57,0,recording_0104.csv
105,2025-02-13 16:28:02,0,recording_0105.csv
106,2025-02-13 16:28:07,0,recording_0106.csv
107,2025-02-13 16:28:12,0,recording_0107.csv
108,2025-02-13 16:28:22,0,recording_0108.csv
109,2025-02-13 16:28:28,0,recording_0109.csv
110,2025-02-13 16:28:33,0,recording_0110.csv
111,2025-02-13 16:28:40,0,recording_0111.csv
112,2025-02-13 16:28:45,0,recording_0112.csv
113,2025-02-13 16:28:49,0,recording_0113.csv
114,2025-02-13 16:28:54,0,recording_0114.csv
115,2025-02-13 16:28:59,0,recording_0115.csv
116,2025-02-13 16:29:04,0,recording_0116.csv
117,2025-02-13 16:29:09,0,recording_0117.csv
118,2025-02-13 16:29:14,0,recording_0118.csv
119,2025-02-13 16:29:19,0,recording_0119.csv
120,2025-02-13 16:40:44,1,recording_0120.csv
121,2025-02-13 16:57:27,1,recording_0121.csv
